scene_id,timestamp,cup_id,x,y,hand_distance,last_touched_time,touch_count,moved_recently,distance_to_tray,user_present,user_absent_time,active_cup_id,is_active_cup,time_near_cup,time_since_release,release_count,cup_motion_distance,stationary_time,was_moved,used_cup_candidate,idle_candidate,label
46,1779178306.812,1,0.5406,0.7514,999.0,22.955,1,0,0.5529,1,0.0,-1,0,0.143,22.81,1,0.0,21.39,1,1,0,IDLE
46,1779178306.812,2,0.7656,0.5875,999.0,4.254,77,0,0.4698,1,0.0,-1,0,10.898,4.107,3,0.0,4.812,1,1,0,ASK
47,1779178307.377,0,0.6656,0.6972,999.0,4.819,8,0,0.5241,1,0.0,-1,0,1.122,4.672,3,0.0,21.955,1,1,0,ASK
47,1779178307.377,1,0.5406,0.7514,999.0,23.52,1,0,0.5529,1,0.0,-1,0,0.143,23.375,1,0.0,21.955,1,1,0,IDLE
47,1779178307.377,2,0.7656,0.5875,999.0,4.819,77,0,0.4698,1,0.0,-1,0,10.898,4.672,3,0.0,5.377,1,1,0,ASK
48,1779178307.948,0,0.6656,0.6972,999.0,5.39,8,0,0.5241,1,0.0,-1,0,1.122,5.243,3,0.0,22.526,1,1,0,ASK
48,1779178307.948,1,0.5406,0.7514,999.0,24.092,1,0,0.5529,1,0.0,-1,0,0.143,23.947,1,0.0,22.526,1,1,0,IDLE
48,1779178307.948,2,0.7656,0.5875,999.0,5.39,77,0,0.4698,1,0.0,-1,0,10.898,5.243,3,0.0,5.949,1,1,0,ASK
49,1779178308.513,0,0.6656,0.6972,999.0,5.955,8,0,0.5241,1,0.0,-1,0,1.122,5.809,3,0.0,23.091,1,1,0,ASK
49,1779178308.513,1,0.5406,0.7514,999.0,24.657,1,0,0.5529,1,0.0,-1,0,0.143,24.512,1,0.0,23.091,1,1,0,IDLE
49,1779178308.513,2,0.7656,0.5875,999.0,5.955,77,0,0.4698,1,0.0,-1,0,10.898,5.809,3,0.0,6.514,1,1,0,ASK
50,1779178309.089,0,0.6656,0.6972,999.0,6.531,8,0,0.5241,1,0.0,-1,0,1.122,6.384,3,0.0,23.667,1,1,0,ASK
50,1779178309.089,1,0.5406,0.7514,999.0,25.232,1,0,0.5529,1,0.0,-1,0,0.143,25.087,1,0.0,23.667,1,1,0,IDLE
50,1779178309.089,2,0.7656,0.5875,999.0,6.531,77,0,0.4698,1,0.0,-1,0,10.898,6.384,3,0.0,7.089,1,1,0,ASK
51,1779178309.649,0,0.6656,0.6944,999.0,7.091,8,0,0.5214,1,0.0,-1,0,1.122,6.944,3,0.0,24.227,1,1,0,ASK
51,1779178309.649,1,0.5406,0.7514,999.0,25.793,1,0,0.5529,1,0.0,-1,0,0.143,25.648,1,0.0,24.227,1,1,0,IDLE
51,1779178309.649,2,0.7656,0.5875,999.0,7.091,77,0,0.4698,1,0.0,-1,0,10.898,6.944,3,0.0,7.65,1,1,0,ASK
52,1779178310.209,0,0.6648,0.6958,999.0,7.651,8,0,0.5225,1,0.0,-1,0,1.122,7.505,3,0.0,24.787,1,1,0,ASK
52,1779178310.209,1,0.5406,0.7528,999.0,26.353,1,0,0.5543,1,0.0,-1,0,0.143,26.208,1,0.0,24.787,1,1,0,IDLE
52,1779178310.209,2,0.7656,0.5875,999.0,7.651,77,0,0.4698,1,0.0,-1,0,10.898,7.505,3,0.0,8.21,1,1,0,ASK
53,1779178310.784,0,0.6656,0.6958,999.0,8.226,8,0,0.5228,1,0.0,-1,0,1.122,8.079,3,0.0,25.362,1,1,0,ASK
53,1779178310.784,1,0.5406,0.7514,999.0,26.927,1,0,0.5529,1,0.0,-1,0,0.143,26.782,1,0.0,25.362,1,1,0,IDLE
53,1779178310.784,2,0.7656,0.5875,999.0,8.226,77,0,0.4698,1,0.0,-1,0,10.898,8.079,3,0.0,8.784,1,1,0,ASK
54,1779178311.345,0,0.6656,0.6958,999.0,8.787,8,0,0.5228,1,0.0,-1,0,1.122,8.64,3,0.0,25.923,1,1,0,ASK
54,1779178311.345,1,0.5406,0.7514,999.0,27.488,1,0,0.5529,1,0.0,-1,0,0.143,27.343,1,0.0,25.923,1,1,0,IDLE
54,1779178311.345,2,0.7656,0.5875,999.0,8.787,77,0,0.4698,1,0.0,-1,0,10.898,8.64,3,0.0,9.345,1,1,0,ASK
55,1779178311.92,0,0.6656,0.6972,999.0,9.362,8,0,0.5241,1,0.0,-1,0,1.122,9.216,3,0.0,26.498,1,1,0,ASK
55,1779178311.92,1,0.5406,0.7514,999.0,28.064,1,0,0.5529,1,0.0,-1,0,0.143,27.919,1,0.0,26.498,1,1,0,IDLE
55,1779178311.92,2,0.7656,0.5875,999.0,9.362,77,0,0.4698,1,0.0,-1,0,10.898,9.216,3,0.0,9.921,1,1,0,ASK
